"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 20 15:06:15 IST 2020","Mon Jan 20 15:07:14 IST 2020","59097","","Non angular application","","Non angular application","open google","open google",""
